state_fips,year,on_road,off_road,excise
34   ,2028,3.68,3.31,0.38
10   ,2010,3.68,3.22,0.46
40   ,2015,3.48,3.11,0.37
04   ,2030,3.58,3.16,0.42
41   ,2002,1.4,0.92,0.48
19   ,2005,2.36,1.89,0.47
23   ,2002,1.4,0.93,0.47
06   ,2011,3.63,3.21,0.42
12   ,2001,1.35,0.84,0.5
44   ,2022,3.74,3.19,0.54
33   ,2008,3.74,3.31,0.42
40   ,2017,3.48,3.11,0.37
47   ,2019,3.48,3.07,0.41
45   ,2020,3.51,3.1,0.4
05   ,2010,3.47,3,0.47
47   ,2021,3.48,3.07,0.41
25   ,2026,3.74,3.28,0.45
16   ,2011,3.46,2.96,0.49
34   ,2016,3.68,3.31,0.38
44   ,2025,3.74,3.19,0.54
36   ,2004,1.9,1.45,0.45
54   ,2024,3.51,2.95,0.56
31   ,2016,3.48,2.97,0.51
49   ,2026,3.46,2.97,0.49
40   ,2012,3.48,3.11,0.37
39   ,2008,3.48,2.96,0.52
05   ,2009,3.47,3,0.47
53   ,2024,3.58,3,0.58
51   ,2030,3.51,3.09,0.42
23   ,2024,3.74,3.22,0.52
34   ,2014,3.68,3.31,0.38
23   ,2026,3.74,3.22,0.52
48   ,2029,3.47,3.03,0.44
01   ,2011,3.47,3.02,0.45
31   ,2014,3.48,2.97,0.51
53   ,2026,3.58,3,0.58
,2002,1.4,0.96,0.44
49   ,2024,3.46,2.97,0.49
10   ,2009,3.68,3.22,0.46
54   ,2026,3.51,2.95,0.56
02   ,2011,3.58,3.26,0.32
55   ,2000,1.47,0.96,0.51
12   ,2018,3.51,3.11,0.4
25   ,2024,3.74,3.28,0.45
53   ,2008,3.58,3,0.58
30   ,2009,3.46,2.94,0.52
39   ,2024,3.48,2.96,0.52
46   ,2027,3.48,3.02,0.46
23   ,2008,3.74,3.22,0.52
19   ,2020,3.48,3.01,0.47
01   ,2006,2.66,2.22,0.43
27   ,2009,3.48,3.04,0.44
47   ,2003,1.49,1.07,0.41
04   ,2017,3.58,3.16,0.42
08   ,2020,3.46,3.01,0.45
54   ,2008,3.51,2.95,0.56
40   ,2030,3.48,3.11,0.37
04   ,2015,3.58,3.16,0.42
49   ,2008,3.46,2.97,0.49
09   ,2023,3.74,3.12,0.61
25   ,2008,3.74,3.28,0.45
12   ,2019,3.51,3.11,0.4
22   ,2005,2.35,1.91,0.44
15   ,2028,3.58,3.18,0.4
13   ,2028,3.51,3.19,0.32
13   ,2002,1.28,0.96,0.32
51   ,2012,3.51,3.09,0.42
56   ,2011,3.46,3.07,0.38
39   ,2026,3.48,2.96,0.52
22   ,2001,1.35,0.9,0.44
35   ,2023,3.47,3,0.47
05   ,2003,1.45,0.98,0.47
28   ,2003,1.45,1.02,0.43
33   ,2026,3.74,3.31,0.42
15   ,2014,3.58,3.18,0.4
50   ,2007,2.98,2.49,0.49
13   ,2014,3.51,3.19,0.32
29   ,2024,3.48,3.07,0.41
51   ,2017,3.51,3.09,0.42
20   ,2006,2.67,2.16,0.5
24   ,2001,1.48,0.99,0.49
17   ,2027,3.48,3.02,0.46
,2013,3.68,3.22,0.47
41   ,2020,3.58,3.1,0.48
12   ,2021,3.51,3.11,0.4
51   ,2015,3.51,3.09,0.42
08   ,2003,1.53,1.08,0.45
47   ,2018,3.48,3.07,0.41
15   ,2016,3.58,3.18,0.4
13   ,2016,3.51,3.19,0.32
29   ,2026,3.48,3.07,0.41
35   ,2003,1.45,1.01,0.44
30   ,2010,3.46,2.94,0.52
35   ,2000,1.44,1,0.44
42   ,2003,1.63,1.08,0.55
37   ,2007,2.83,2.29,0.54
04   ,2012,3.58,3.16,0.42
27   ,2010,3.48,3.04,0.44
33   ,2024,3.74,3.31,0.42
20   ,2001,1.41,0.93,0.47
